,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,0.0,0.0,0.00014750587199214806,0.0002850391817592333,0.00043472077239327053,0.0,0.0,0.000214570899744807,0.0,0.0,0.0,0.0,0.0004038199208365528,0.0,0.0003872696850629189,0.00040365517832248335,0.0004147239520216926,0.0,0.27349721110269803,0.00026676647975065217,0.0,0.0,0.0,0.0,0.0,0.0,0.00032885258550361014,0.0,0.0
GCA_000017425.1_ASM1742v1_genomic.fna.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039950962851884167,0.0,0.0,0.0,0.0,0.0,0.00030404260385269227
GCA_000026605.1_ASM2660v1_genomic.fna.gz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000198515.1_ASM19851v1_genomic.fna.gz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.0,0.0,0.0,0.0,1.0,0.0005062826470580594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057989750141961335,0.0,0.005862904493887122,0.005797283643884702,0.005414884198087641,0.0,0.0,0.026461506892280957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.00035535469662794256,0.0,0.0,0.0,0.0004944709392528281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014254080734539046,0.0,0.0053218870428274724,0.0016628827388028948,0.0007259217714187706,0.0,0.00035938295587740294,0.0007075977240759937,0.0,0.0,0.0,0.0,0.0,0.0,0.0002728846060454999,0.0,0.0
GCA_000959405.1_ASM95940v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.003931554125192495,0.0,0.0,0.0,0.0,0.0,0.0,0.0028939723427150467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001262015.1_ASM126201v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001449085.1_ASM144908v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001606335.1_ASM160633v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6342750691087599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
