,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,9.511023020921702e-06,1.0344744932651925e-05,3.413031301131278e-05,0.00011109523795049803,0.00013338722279937682,9.138328467283791e-06,8.500405844958133e-06,4.0453005092621956e-05,1.1410617636764097e-06,1.1345276032693116e-06,8.057984791429574e-06,4.010882976259498e-05,0.000111899945566091,0.0,0.00010739544646067816,0.0001116477084055742,0.00011200693886646635,7.030637684951623e-06,0.27269489209161035,0.0002868604238690685,6.177558928764214e-06,1.3372599508416204e-05,1.3849130343860058e-06,5.5541232016905284e-05,9.86863368273231e-07,9.218211190754748e-07,0.00010383810030406696,1.2244141178446114e-05,1.3362156334964346e-05
GCA_000017425.1_ASM1742v1_genomic.fna.gz,9.511023020921702e-06,1.0,4.609085573824593e-05,3.426923399162956e-06,4.819742768033354e-06,6.265068795676267e-06,7.951148145792253e-06,3.058898251589376e-06,7.5335131086802975e-06,1.5309687084212136e-06,1.524238218400691e-06,7.105156408332217e-06,8.132361820538042e-06,4.635714515923238e-06,7.071373872271853e-06,4.478318540665265e-06,4.627722326523493e-06,4.685311081229238e-06,6.3610516157489596e-06,9.638219118715666e-06,4.590483512349439e-06,3.5824875024363712e-06,7.0361156138697445e-06,6.5713907930434065e-06,8.874533181066065e-06,1.1323082737278547e-05,1.0761027999847726e-05,7.19138892816329e-06,1.676103219382128e-05,0.00010384274665286576
GCA_000026605.1_ASM2660v1_genomic.fna.gz,1.0344744932651925e-05,4.609085573824593e-05,1.0,4.435711700765053e-06,5.5967893281599365e-06,5.825522030257164e-06,7.732359330985961e-06,4.176493290938129e-06,7.142730391279887e-06,2.770092310556157e-06,2.7546862377941574e-06,6.726008299894242e-06,1.0052392741381432e-05,5.325454650179993e-06,1.109737425721286e-05,5.09795519675491e-06,5.31380240597786e-06,5.3980071409952365e-06,5.886360126315303e-06,1.2610489765686805e-05,5.259652431094401e-06,5.279845360464318e-06,9.334282375279562e-06,1.0008991949218894e-05,1.261278361446401e-05,6.201491220119546e-06,3.840670527483347e-05,6.481816628043e-06,1.7369340536566945e-05,6.617386599402878e-05
GCA_000198515.1_ASM19851v1_genomic.fna.gz,3.413031301131278e-05,3.426923399162956e-06,4.435711700765053e-06,1.0,3.768516935660493e-05,3.885269321460892e-05,1.8963036005768318e-05,7.86057025292957e-06,5.297958043351071e-05,2.086491107218414e-06,2.077738589319385e-06,1.6790446074564307e-05,3.746985070280278e-05,3.431308776951036e-05,0.0,3.299665206191394e-05,3.457192599884494e-05,3.4981991717242584e-05,1.5256038707395393e-05,3.823413335457807e-05,3.9937593079096665e-05,3.520645921171671e-06,1.864936457739692e-05,7.322336770011076e-07,4.2907072168584525e-05,2.1954340748700794e-06,2.091748262280131e-06,3.7677248666316554e-05,1.696952959039053e-05,4.148811279730883e-06
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.00011109523795049803,4.819742768033354e-06,5.5967893281599365e-06,3.768516935660493e-05,1.0,0.00040372896014009114,1.0022339215900364e-05,7.60957406170147e-06,3.463738330721709e-05,3.0496386635629476e-06,3.0371719474650244e-06,1.0887584895723716e-05,2.3142465941428608e-05,0.0037957114913444007,0.0,0.003647954002654398,0.003737212447031068,0.003615721106734287,1.028451233136762e-05,0.00011549906747190996,0.029883000505308566,3.4285536179032834e-06,1.3631884130865147e-05,6.999728935496973e-07,2.307635442436101e-05,5.614123968166121e-07,5.356131887249139e-07,0.0005846675277189046,8.781228242938951e-06,5.9378240774623675e-06
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.00013338722279937682,6.265068795676267e-06,5.825522030257164e-06,3.885269321460892e-05,0.00040372896014009114,1.0,9.823091949489856e-06,6.546950751269018e-06,3.683982895868348e-05,3.07935371345423e-06,3.0666433738065517e-06,9.562423500611994e-06,2.8287512413619774e-05,0.0005795496068666579,0.0,0.0032098386784555166,0.0004887867601049889,0.0003786201695850097,8.608691223064661e-06,0.00013203905921389938,0.00036690701898772044,4.407082643502481e-06,1.0101531083124193e-05,7.117969670331235e-07,2.717922333194991e-05,6.809529846226062e-07,6.493389134633606e-07,0.0004162768669492513,8.633139193499754e-06,8.395405698185724e-06
GCA_000959405.1_ASM95940v1_genomic.fna.gz,9.138328467283791e-06,7.951148145792253e-06,7.732359330985961e-06,1.8963036005768318e-05,1.0022339215900364e-05,9.823091949489856e-06,1.0,4.1785057663379575e-06,1.6816380270161923e-05,4.348941685040945e-06,4.3327532360596434e-06,0.004268397622568342,2.1438915816420326e-05,1.0631607975683087e-05,2.0090059098772313e-06,9.50985311352591e-06,1.1174865789861863e-05,9.880636267807024e-06,0.0038002855819327425,9.233348392166266e-06,9.618920564734225e-06,3.114658213924731e-06,0.00015024002003762965,5.983974915177156e-07,2.457412273646509e-05,2.025089440606506e-06,1.940787919138624e-06,1.0793915787138901e-05,1.3756065809913539e-05,6.819529671651824e-06
GCA_001262015.1_ASM126201v1_genomic.fna.gz,8.500405844958133e-06,3.058898251589376e-06,4.176493290938129e-06,7.86057025292957e-06,7.60957406170147e-06,6.546950751269018e-06,4.1785057663379575e-06,1.0,5.9669538163741564e-06,8.418310161333306e-07,8.37762804695828e-07,3.7498125093745313e-06,4.606716257269189e-06,7.2897472863308245e-06,0.0,7.018228444739522e-06,7.275915446586595e-06,7.3756901187387765e-06,3.327813061090643e-06,8.633014373567397e-06,7.2115306606038525e-06,6.788039277323124e-05,6.010742054729237e-06,9.540935503037477e-07,5.563413643176136e-06,5.417071141311885e-07,5.119639577373753e-07,8.623476177862645e-06,5.116643184375446e-06,3.8463656652420545e-06
GCA_001449085.1_ASM144908v1_genomic.fna.gz,4.0453005092621956e-05,7.5335131086802975e-06,7.142730391279887e-06,5.297958043351071e-05,3.463738330721709e-05,3.683982895868348e-05,1.6816380270161923e-05,5.9669538163741564e-06,1.0,1.5823021997331738e-06,1.5769991846914215e-06,1.740466245832745e-05,2.643742197736441e-05,3.413566115617568e-05,0.0,3.3492791697708765e-05,3.3672100913778736e-05,3.551167590082976e-05,1.937776837922252e-05,4.381329724347487e-05,3.3798726254209546e-05,2.7976467213106414e-06,1.638579694102452e-05,5.072868586705153e-07,3.200346136137945e-05,8.125176101907042e-07,7.82223093676691e-07,3.5962265724148576e-05,1.1831894804989669e-05,9.349524868833071e-06
GCA_001606335.1_ASM160633v1_genomic.fna.gz,1.1410617636764097e-06,1.5309687084212136e-06,2.770092310556157e-06,2.086491107218414e-06,3.0496386635629476e-06,3.07935371345423e-06,4.348941685040945e-06,8.418310161333306e-07,1.5823021997331738e-06,1.0,0.6498263023323744,3.7226459552182614e-06,3.1812704348632134e-06,2.9460388788750846e-06,2.1917992986242244e-06,2.8567094535086246e-06,2.9415190710447453e-06,2.9740487480295687e-06,3.82532143984793e-06,1.1538498705741023e-06,2.920436788313892e-06,6.961414965271987e-07,4.362469784303834e-06,0.0,3.67833073799618e-06,1.7137136399502638e-06,1.6384318773306054e-06,3.3669361038578577e-06,4.641789531264952e-06,1.8247961116201713e-06
