,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,2.6722812942011498e-05,3.010181496237273e-05,7.796128081510738e-05,0.0002099027202113944,0.0002288062774548208,2.9193930369556674e-05,1.789378250703822e-05,8.028621346934277e-05,9.565384614835512e-06,9.510253188489812e-06,2.585333252380817e-05,0.00010534434432551402,0.00020943408651929088,9.764616410189002e-06,0.00020058415639698842,0.0002085934120934996,0.00021056199510058188,2.2253311073216965e-05,0.35413416939557657,0.00038546234272843644,1.5318814730277653e-05,3.454966364315979e-05,1.5960152357002238e-05,0.00013189523490021553,7.913031823741173e-06,8.010382688330645e-06,0.00021155246554299353,4.048249686698561e-05,3.743746242072901e-05
GCA_000017425.1_ASM1742v1_genomic.fna.gz,2.6722812942011498e-05,1.0,9.933308686448204e-05,1.3627224777754776e-05,1.3450194447276906e-05,1.8959092327057603e-05,1.9764831617604525e-05,1.1037407310228547e-05,1.8438118080289523e-05,9.4172362360796e-06,9.375549178244016e-06,1.7796862675379886e-05,2.432388684678296e-05,1.294503824428991e-05,1.6282531140340807e-05,1.2502663494765872e-05,1.2939497783806871e-05,1.3528326078721889e-05,1.5934103258020935e-05,2.8285703543060328e-05,1.4125626975260881e-05,1.0093264002329077e-05,1.9356926991696392e-05,2.8743278015164874e-05,2.638788801869804e-05,3.649243502058161e-05,3.4690336536871824e-05,1.9040701171247563e-05,3.1379932533145056e-05,0.00018701944267593908
GCA_000026605.1_ASM2660v1_genomic.fna.gz,3.010181496237273e-05,9.933308686448204e-05,1.0,1.9794210791773034e-05,1.9035451536404417e-05,1.8275562831160313e-05,2.131304641322742e-05,1.528012577071522e-05,1.6470165639447457e-05,1.900080191705609e-05,1.8894396459879678e-05,1.8733978307652362e-05,3.0228987054725368e-05,1.812744351615071e-05,2.440299808262158e-05,1.734785927416557e-05,1.811759074806268e-05,1.837012817792537e-05,1.6896260857472242e-05,4.205295834822171e-05,1.7890774739890324e-05,1.4153146480348357e-05,2.8066508439599086e-05,4.2098950019802696e-05,3.6279926793327144e-05,3.3165105461846414e-05,0.00014529928441969065,2.102229901913029e-05,3.873580552604627e-05,0.00015067133292532837
GCA_000198515.1_ASM19851v1_genomic.fna.gz,7.796128081510738e-05,1.3627224777754776e-05,1.9794210791773034e-05,1.0,7.718244868927234e-05,7.649762647017146e-05,4.6834572073109064e-05,1.4222729792233573e-05,0.00010423547005410672,1.0451278907322971e-05,1.0407113803454579e-05,4.1847428057071615e-05,7.573158254278834e-05,6.861093157917348e-05,4.974656040801363e-06,7.014881146266297e-05,6.942707155662564e-05,6.983171728879797e-05,4.037272030661261e-05,8.213468034209094e-05,7.83883603945631e-05,8.018917803205706e-06,4.443559509702986e-05,4.223269184934754e-06,8.786959539323803e-05,1.1703757728970404e-05,1.1153636035653205e-05,7.796928034719721e-05,3.2330108848594984e-05,1.3340526698338704e-05
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.0002099027202113944,1.3450194447276906e-05,1.9035451536404417e-05,7.718244868927234e-05,1.0,0.0008699730596978357,3.2241598071218795e-05,1.4261616882800197e-05,8.854561147329328e-05,1.068378894775261e-05,1.0639829705978946e-05,3.455966501923469e-05,6.319809824467283e-05,0.007242028599949318,4.374560037737871e-06,0.006939158547529005,0.007157561293050345,0.0068906399703284275,3.3360589701118434e-05,0.00022410497785673393,0.05225263478860986,7.906245247150267e-06,3.942826427482654e-05,6.1341328036246766e-06,6.249131505110715e-05,7.986942810902155e-06,7.621996222281027e-06,0.0012445842790573837,3.215448622908765e-05,1.659525176656455e-05
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.0002288062774548208,1.8959092327057603e-05,1.8275562831160313e-05,7.649762647017146e-05,0.0008699730596978357,1.0,3.0512609896574926e-05,1.2641889080065212e-05,8.058793179114371e-05,1.0075332645332047e-05,1.00334472129592e-05,2.9989961348440937e-05,7.29303958136786e-05,0.0010592679817053102,4.456815408547912e-06,0.0038143790562258574,0.0009469621232808202,0.0008092411923806474,2.779885991124016e-05,0.0002345414643961676,0.000809639119490449,8.936653843444543e-06,3.096984573324266e-05,6.423384545550896e-06,7.820515091277945e-05,1.001338493716089e-05,9.550815384583659e-06,0.0009142481197386324,2.4299098236292574e-05,2.0898495027841285e-05
GCA_000959405.1_ASM95940v1_genomic.fna.gz,2.9193930369556674e-05,1.9764831617604525e-05,2.131304641322742e-05,4.6834572073109064e-05,3.2241598071218795e-05,3.0512609896574926e-05,1.0,5.896860953492932e-06,7.243865780921513e-05,2.2237081946333953e-05,2.3446065833229797e-05,0.01241247952521476,4.254776427583861e-05,3.280765070675718e-05,6.6654358861797765e-06,3.221850060725067e-05,3.251547264649879e-05,2.866637516232099e-05,0.011354001512596322,2.9361791299873315e-05,3.5949809248273736e-05,4.632419848500963e-06,0.0004820684596427068,4.647170337981203e-06,4.84175894559576e-05,8.016686885968718e-06,7.684764351564934e-06,3.211986667817187e-05,5.175715542673774e-05,1.54955129508935e-05
GCA_001262015.1_ASM126201v1_genomic.fna.gz,1.789378250703822e-05,1.1037407310228547e-05,1.528012577071522e-05,1.4222729792233573e-05,1.4261616882800197e-05,1.2641889080065212e-05,5.896860953492932e-06,1.0,1.0698213398362474e-05,6.999165651184271e-06,6.96503683603835e-06,5.2895736400201e-06,8.555021762713148e-06,1.281627672025864e-05,3.8023237775022077e-06,1.2334800313092474e-05,1.2810225536830801e-05,1.3212008406788601e-05,4.693678364426395e-06,1.817249697579363e-05,1.2670684681564577e-05,0.00013642598611453586,8.338843439795923e-06,5.763038273777935e-06,1.0338774523022332e-05,7.076554300510505e-06,6.560459263021161e-06,1.54460286167273e-05,1.1058449356195769e-05,1.4763517450213992e-05
GCA_001449085.1_ASM144908v1_genomic.fna.gz,8.028621346934277e-05,1.8438118080289523e-05,1.6470165639447457e-05,0.00010423547005410672,8.854561147329328e-05,8.058793179114371e-05,7.243865780921513e-05,1.0698213398362474e-05,1.0,1.202369369039139e-05,1.1483765783104617e-05,9.016785719305019e-05,6.497581661107213e-05,8.786765649637819e-05,3.40551184712081e-06,8.613841878384683e-05,8.733417969520708e-05,8.992594428816276e-05,9.135128183996785e-05,8.435901670019233e-05,9.369077784638971e-05,5.696755255745624e-06,0.00012025649206551424,2.546404724803039e-06,7.435445110981057e-05,8.063121375615617e-06,7.763741495322782e-06,9.956543502559407e-05,3.7883827216117345e-05,2.0363925742678236e-05
GCA_001606335.1_ASM160633v1_genomic.fna.gz,9.565384614835512e-06,9.4172362360796e-06,1.900080191705609e-05,1.0451278907322971e-05,1.068378894775261e-05,1.0075332645332047e-05,2.2237081946333953e-05,6.999165651184271e-06,1.202369369039139e-05,1.0,0.7106474220696272,2.0838299371140785e-05,1.175179893133314e-05,1.0917222764750274e-05,4.729998988118074e-06,1.0393605853678817e-05,1.0913068950637633e-05,1.0820565149183331e-05,1.9305535456262963e-05,9.671903063856792e-06,1.0427261422066015e-05,5.773400213197734e-06,2.3964259658352524e-05,2.60620361161181e-06,1.4603573303906075e-05,4.934068509541255e-06,4.71864030122979e-06,1.2693689697251007e-05,1.631907435351451e-05,1.4743504768545241e-05
