,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,2.7137207757713582e-06,4.030557672997833e-06,1.6721278994855526e-05,6.467375355383035e-05,8.419324859418823e-05,4.2326469082299985e-06,3.546796631804283e-06,2.1797051646345005e-05,0.0,0.0,3.7335025854505405e-06,1.6534574733294754e-05,6.906636975337106e-05,0.0,6.603581098593258e-05,6.880475652022026e-05,7.004177355713946e-05,3.2575435291799043e-06,0.21924754988665285,0.00023869281786698343,3.967504667328407e-06,5.622831366191637e-06,0.0,2.1147511445011616e-05,0.0,0.0,5.566131204844761e-05,5.437292290579775e-06,3.6197743749384922e-06
GCA_000017425.1_ASM1742v1_genomic.fna.gz,2.7137207757713582e-06,1.0,2.0797282663074033e-05,8.258290054977796e-07,8.023538770312448e-07,1.8530329458834467e-06,9.28092621168679e-07,9.706022600889599e-07,1.834891339569762e-06,0.0,0.0,7.471002238685821e-07,1.999105400333351e-06,7.715340102111424e-07,3.942629347812328e-06,7.453853194870557e-07,7.692980616766038e-07,7.798355037269452e-07,6.688750132625374e-07,2.750109574678366e-06,7.64171283534838e-07,1.9010771167459284e-06,8.942130618468412e-07,1.5908174833227643e-06,2.362948611332022e-06,3.525368245987067e-06,3.3499494677450115e-06,8.978342826220711e-07,6.1757121865603055e-06,6.481859943020639e-05
GCA_000026605.1_ASM2660v1_genomic.fna.gz,4.030557672997833e-06,2.0797282663074033e-05,1.0,1.0686956005313554e-06,1.0297085630564104e-06,2.385139507555153e-06,1.0294660198360087e-06,1.3243211387950986e-06,2.228775316937422e-06,0.0,0.0,7.971050057169509e-07,2.632752427480012e-06,9.794944241580265e-07,5.876596316895111e-06,9.377311674779827e-07,9.7589347927495e-07,9.929131532907553e-07,6.976216682087427e-07,4.111356079410843e-06,9.676581015100996e-07,3.1356880640318906e-06,1.1860744021083659e-06,3.223135408108571e-06,3.302434244922146e-06,2.2222871271160934e-06,1.1440442320187077e-05,1.1924536761558156e-06,5.596666177891154e-06,3.23921960721223e-05
GCA_000198515.1_ASM19851v1_genomic.fna.gz,1.6721278994855526e-05,8.258290054977796e-07,1.0686956005313554e-06,1.0,1.9743638130746517e-05,2.115079958284454e-05,8.97384567746618e-06,3.918829032984522e-06,2.8299688588816193e-05,0.0,0.0,7.353371090203624e-06,1.7166253985974577e-05,1.8915480902457593e-05,0.0,1.809991744200578e-05,1.8863208726120357e-05,1.9109430472088927e-05,6.610951395720989e-06,1.820735494088519e-05,2.4678826420797524e-05,1.917820946269902e-06,9.792789411987729e-06,0.0,2.0098619072397444e-05,0.0,0.0,2.0874475468122248e-05,8.020754608117572e-06,9.99924005775561e-07
GCA_000439255.1_ASM43925v1_genomic.fna.gz,6.467375355383035e-05,8.023538770312448e-07,1.0297085630564104e-06,1.9743638130746517e-05,1.0,0.00023027301885568144,4.1391417749429256e-06,3.7958601589933986e-06,1.7858692705733436e-05,3.047678801473898e-07,3.035309451316216e-07,3.772132990320707e-06,1.0465955855748306e-05,0.0024121474662288063,0.0,0.002327951352109576,0.0023701258081207576,0.0023132510134469637,3.398753005426386e-06,6.51416254218266e-05,0.019888404138600164,1.8684504971168252e-06,6.221081508023024e-06,0.0,1.2194339173349768e-05,0.0,0.0,0.0003574599763861916,3.3843153279401555e-06,9.657129147961152e-07
GCA_000834495.1_ASM83449v1_genomic.fna.gz,8.419324859418823e-05,1.8530329458834467e-06,2.385139507555153e-06,2.115079958284454e-05,0.00023027301885568144,1.0,4.272343238502202e-06,2.687646348742847e-06,1.8345972346098594e-05,3.0757467220998243e-07,3.063148960014981e-07,3.890514898152068e-06,1.4294018429754429e-05,0.00039832422557890926,0.0,0.00290152149725334,0.00031945923326896715,0.00022400593840264863,3.5026632181355165e-06,8.085406822151585e-05,0.0002112765530158652,2.829057649279418e-06,4.270661221731782e-06,0.0,1.532696138650134e-05,0.0,0.0,0.0002424954159910005,4.056719531215633e-06,2.235044548628563e-06
GCA_000959405.1_ASM95940v1_genomic.fna.gz,4.2326469082299985e-06,9.28092621168679e-07,1.0294660198360087e-06,8.97384567746618e-06,4.1391417749429256e-06,4.272343238502202e-06,1.0,2.4785004171203543e-06,5.253056025036383e-06,1.016962095696318e-06,1.0132045421406967e-06,0.0018187932304486814,1.2929513258646948e-05,4.0047942043363355e-06,0.0,3.889497389197491e-06,3.99498267338852e-06,4.041144869498745e-06,0.001513878839854994,4.27677868218282e-06,3.972452611642778e-06,1.6970515897083627e-06,7.901638715585466e-05,0.0,1.4818459058079469e-05,1.0110761368641191e-07,9.688788366633052e-08,5.0735500930098e-06,4.35708038969727e-06,9.730572607708316e-07
GCA_001262015.1_ASM126201v1_genomic.fna.gz,3.546796631804283e-06,9.706022600889599e-07,1.3243211387950986e-06,3.918829032984522e-06,3.7958601589933986e-06,2.687646348742847e-06,2.4785004171203543e-06,1.0,2.9765276978800573e-06,0.0,0.0,2.2251229734439663e-06,2.5060500224291478e-06,3.63554795160504e-06,0.0,3.500529104974217e-06,3.6239670334966896e-06,3.678603366731373e-06,1.974970480924164e-06,3.602169947176179e-06,3.5974384799047684e-06,3.841870577231203e-05,3.853216979500315e-06,0.0,3.0250885720724833e-06,0.0,0.0,4.300732443406662e-06,2.7839316414865205e-06,1.2203162432111193e-06
GCA_001449085.1_ASM144908v1_genomic.fna.gz,2.1797051646345005e-05,1.834891339569762e-06,2.228775316937422e-06,2.8299688588816193e-05,1.7858692705733436e-05,1.8345972346098594e-05,5.253056025036383e-06,2.9765276978800573e-06,1.0,0.0,0.0,4.861923580285165e-06,1.094721867510872e-05,1.7588683608477576e-05,0.0,1.7458309923017827e-05,1.72992047045814e-05,1.7732123844868235e-05,5.395499195969455e-06,2.3259487913587088e-05,1.704510117140587e-05,1.5242402466830415e-06,6.17115588648327e-06,0.0,1.2554523986403761e-05,0.0,0.0,1.7068002297240574e-05,3.3486042820375745e-06,2.12223455594205e-06
GCA_001606335.1_ASM160633v1_genomic.fna.gz,0.0,0.0,0.0,0.0,3.047678801473898e-07,3.0757467220998243e-07,1.016962095696318e-06,0.0,0.0,1.0,0.5998939976807338,9.300526037752696e-07,6.576918763982118e-07,2.9434674694352793e-07,0.0,2.854331204985413e-07,2.935871465981421e-07,2.9716272006509053e-07,8.410042477595456e-07,0.0,2.918436414615257e-07,0.0,1.0058863350676676e-06,0.0,7.604144461508708e-07,1.0700517969272821e-07,1.022903002813597e-07,3.364825860167259e-07,1.070680624535146e-06,0.0
GCA_001677155.1_ASM167715v1_genomic.fna.gz,0.0,0.0,0.0,0.0,3.035309451316216e-07,3.063148960014981e-07,1.0132045421406967e-06,0.0,0.0,0.5998939976807338,1.0,9.269088550299383e-07,6.548125942725506e-07,2.9319279625299606e-07,0.0,2.8434787232439317e-07,2.9243913245006965e-07,2.959866285080705e-07,8.384328470549856e-07,0.0,2.9070919574235067e-07,0.0,1.0013967259000247e-06,0.0,7.565681463626474e-07,1.0654783315802663e-07,1.018722904517547e-07,3.349754574648164e-07,1.065595451186138e-06,0.0
GCA_001718815.1_ASM171881v1_genomic.fna.gz,3.7335025854505405e-06,7.471002238685821e-07,7.971050057169509e-07,7.353371090203624e-06,3.772132990320707e-06,3.890514898152068e-06,0.0018187932304486814,2.2251229734439663e-06,4.861923580285165e-06,9.300526037752696e-07,9.269088550299383e-07,1.0,1.0956522178857078e-05,4.170963894434095e-06,0.0,3.563682002875477e-06,4.16162246882053e-06,3.6905727665941025e-06,0.010497784469252706,3.7677972491783257e-06,3.633197147585369e-06,1.5494013715645252e-06,7.693477387984445e-05,0.0,1.2385943457427077e-05,9.173292765363407e-08,8.824593294350398e-08,4.583831108742799e-06,3.914991677631153e-06,7.582100610142467e-07
GCA_001806485.1_ASM180648v1_genomic.fna.gz,1.6534574733294754e-05,1.999105400333351e-06,2.632752427480012e-06,1.7166253985974577e-05,1.0465955855748306e-05,1.4294018429754429e-05,1.2929513258646948e-05,2.5060500224291478e-06,1.094721867510872e-05,6.576918763982118e-07,6.548125942725506e-07,1.0956522178857078e-05,1.0,1.0062629362840944e-05,0.0,0.0003124328507114846,1.003337254066603e-05,1.0171257145028715e-05,1.0644651850317085e-05,1.6757418742499113e-05,9.66047377723539e-05,3.0293167174189416e-06,1.37203691317853e-05,0.0,0.0010438321915769127,0.0,0.0,1.4291145656772773e-05,7.165284088356772e-06,4.28936746995796e-06
GCA_001901045.1_ASM190104v1_genomic.fna.gz,6.906636975337106e-05,7.715340102111424e-07,9.794944241580265e-07,1.8915480902457593e-05,0.0024121474662288063,0.00039832422557890926,4.0047942043363355e-06,3.63554795160504e-06,1.7588683608477576e-05,2.9434674694352793e-07,2.9319279625299606e-07,4.170963894434095e-06,1.0062629362840944e-05,1.0,0.0,0.14399655100445635,0.366697476351197,0.020302625832895393,3.3076406576112697e-06,6.970627845033318e-05,0.0026304009474161618,1.8032178422394764e-06,6.765963953650441e-06,0.0,1.1650262201313203e-05,0.0,0.0,0.00033622262148815755,3.242665211390546e-06,9.214121035377618e-07
GCA_002128165.1_ASM212816v1_genomic.fna.gz,0.0,3.942629347812328e-06,5.876596316895111e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26442638269363e-06,0.0,2.793151193274092e-06,2.572103407375617e-06,0.0,0.0,5.383868315366667e-06
GCA_002202175.1_ASM220217v1_genomic.fna.gz,6.603581098593258e-05,7.453853194870557e-07,9.377311674779827e-07,1.809991744200578e-05,0.002327951352109576,0.00290152149725334,3.889497389197491e-06,3.500529104974217e-06,1.7458309923017827e-05,2.854331204985413e-07,2.8434787232439317e-07,3.563682002875477e-06,0.0003124328507114846,0.14399655100445635,0.0,1.0,0.13648132943325095,0.02227087730293901,7.808731723813569e-06,6.661438784373825e-05,0.0029352725863618905,1.747498674085381e-06,6.531537857119997e-06,0.0,9.792632397374197e-05,0.0,0.0,0.0003221246414751648,3.123277136709079e-06,8.8436129595315e-07
