,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,1.3765235439057479e-05,1.5401761254521426e-05,4.285337709121713e-05,0.0001372955960499008,0.00015740437105765708,1.2588468777085912e-05,1.1087328351823103e-05,5.042986600750296e-05,2.2827170781906215e-06,2.2696162220819475e-06,1.1099170740062329e-05,5.293843311459514e-05,0.0001366766226773101,1.8717506408874194e-06,0.0001313518131936888,0.0001364443805973206,0.0001374134280753506,9.684205204026835e-06,0.29586183988281667,0.000313095880656694,7.798624793446801e-06,1.672444522374491e-05,4.503524527580277e-06,7.200990233467781e-05,2.63331832341889e-06,2.459989425120459e-06,0.00013113920860584685,1.6914914093623078e-05,2.0166379427936464e-05
GCA_000017425.1_ASM1742v1_genomic.fna.gz,1.3765235439057479e-05,1.0,5.728557631259475e-05,5.912894082564814e-06,7.118355402722679e-06,9.52043811662978e-06,1.1365327073448942e-05,4.176630831638201e-06,1.0572641864168214e-05,2.516089297103106e-06,2.5050021080137306e-06,1.0195329416705561e-05,1.2518691971950618e-05,6.8475623285555384e-06,9.160477618975347e-06,6.614763533406103e-06,6.8386642191602165e-06,6.92043221894283e-06,9.127632777748003e-06,1.3949074168949465e-05,6.998551846529631e-06,4.480252112746888e-06,1.0240250353640646e-05,1.1357817067411634e-05,1.3172317294778996e-05,1.6813176852202916e-05,1.5979699759968697e-05,1.0407124126154901e-05,2.089257765063239e-05,0.0001211691894713295
GCA_000026605.1_ASM2660v1_genomic.fna.gz,1.5401761254521426e-05,5.728557631259475e-05,1.0,7.960478063448378e-06,8.841660015773521e-06,8.820123155828106e-06,1.1476824937670525e-05,6.274960795756301e-06,9.49366699812595e-06,5.26510350362156e-06,5.235752861993408e-06,1.0037219836101324e-05,1.500599992645411e-05,8.414561904249017e-06,1.4586260714824017e-05,8.05460809498853e-06,8.400682303416683e-06,8.52859431566346e-06,8.784225288227402e-06,2.034501016735445e-05,8.309179011567762e-06,6.852993858860878e-06,1.3925485744717996e-05,1.7125771992641735e-05,1.882978474659145e-05,1.2412308235805212e-05,6.212887495334747e-05,9.898742689010518e-06,2.2984137021334324e-05,8.439461363280293e-05
GCA_000198515.1_ASM19851v1_genomic.fna.gz,4.285337709121713e-05,5.912894082564814e-06,7.960478063448378e-06,1.0,4.6233520154645114e-05,4.816410260942282e-05,2.5301182909367208e-05,9.445755844791012e-06,6.450925906697519e-05,3.8618719056751355e-06,3.845632167361912e-06,2.2370520505412047e-05,4.7938632854267384e-05,4.18173284267668e-05,1.1443893166679731e-06,4.025547448974912e-05,4.2291536390499426e-05,4.2773565681044547e-05,2.0676337538948848e-05,4.7708166901738786e-05,4.726603054032481e-05,4.269964673514765e-06,2.3873341863104682e-05,1.6488626145684706e-06,5.5030748430685645e-05,4.0473465538173935e-06,3.856430598022202e-06,4.64577825846313e-05,2.022035783034005e-05,6.4423709872260666e-06
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.0001372955960499008,7.118355402722679e-06,8.841660015773521e-06,4.6233520154645114e-05,1.0,0.0005020455939102622,1.3594276597443196e-05,9.014424984431072e-06,4.468371406537011e-05,4.27062156049732e-06,4.253124502219878e-06,1.4932463104518809e-05,3.110108913710374e-05,0.004571027773772926,9.096259345269445e-07,0.0043880098645662545,0.004509961840605404,0.0043464870067372475,1.432509302802471e-05,0.0001443196153282202,0.03525419576806542,4.05339969545457e-06,1.7282477390228346e-05,1.575602392184592e-06,3.114121547922438e-05,1.6851179593805685e-06,1.6077923478302252e-06,0.000718956995274481,1.217239779546582e-05,8.703122804792685e-06
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.00015740437105765708,9.52043811662978e-06,8.820123155828106e-06,4.816410260942282e-05,0.0005020455939102622,1.0,1.4208970551324603e-05,7.969698691401184e-06,4.6629656374295814e-05,4.313077682842146e-06,4.295231730308536e-06,1.3997418096499972e-05,3.727644326816557e-05,0.0006812184042194481,9.259332990984929e-07,0.0033537344463067356,0.0005824663645090042,0.0004696777765458246,1.2601302910916924e-05,0.00015790504518333384,0.00046030576544781835,5.039509756490889e-06,1.4151596900681357e-05,1.6027658752624306e-06,3.6175257973108456e-05,2.3851060349997275e-06,2.274512174001481e-06,0.0005208032357139684,1.1813956856191752e-05,1.1901509825536468e-05
GCA_000959405.1_ASM95940v1_genomic.fna.gz,1.2588468777085912e-05,1.1365327073448942e-05,1.1476824937670525e-05,2.5301182909367208e-05,1.3594276597443196e-05,1.4208970551324603e-05,1.0,4.74843202817403e-06,2.5440341203623214e-05,7.0348673015757826e-06,7.008619680019624e-06,0.005971255272221505,2.601004464401368e-05,1.4557077133006054e-05,3.5573549241061527e-06,1.3230506321508734e-05,1.5100372736854939e-05,1.3557904964735325e-05,0.005374032848866319,1.2719176514991156e-05,1.3232306370643008e-05,3.5881942742806262e-06,0.00020437750002190512,1.347137602023221e-06,2.981477068877822e-05,3.5460400104760152e-06,3.398627770051564e-06,1.4398712416316747e-05,1.924474447846463e-05,9.259824460532984e-06
GCA_001262015.1_ASM126201v1_genomic.fna.gz,1.1087328351823103e-05,4.176630831638201e-06,6.274960795756301e-06,9.445755844791012e-06,9.014424984431072e-06,7.969698691401184e-06,4.74843202817403e-06,1.0,7.268332601687707e-06,1.8055810510287298e-06,1.7968302476966433e-06,4.260657273337598e-06,5.7306502149483034e-06,8.636728845032147e-06,1.2595476863494504e-06,8.314439452788095e-06,8.624369358174433e-06,8.7380679221096e-06,3.7809824504799326e-06,1.1260221918866481e-05,8.5427520824763e-06,8.26554821897204e-05,6.7347410470573556e-06,2.1505299264160345e-06,6.922122241639807e-06,1.2204425758715249e-06,1.1534789630429186e-06,1.0216507948659025e-05,6.364661906830974e-06,4.9021925055981286e-06
GCA_001449085.1_ASM144908v1_genomic.fna.gz,5.042986600750296e-05,1.0572641864168214e-05,9.49366699812595e-06,6.450925906697519e-05,4.468371406537011e-05,4.6629656374295814e-05,2.5440341203623214e-05,7.268332601687707e-06,1.0,2.666233403738559e-06,2.6572756331395156e-06,2.7081471174725593e-05,3.530422145388683e-05,4.4231294925294016e-05,7.828738516219189e-07,4.316089465995101e-05,4.326524116640743e-05,4.551880480817335e-05,2.8644324903930043e-05,5.434258395640779e-05,4.373149793208323e-05,3.477860491479369e-06,2.820233007463686e-05,1.1422179359436567e-06,4.2736549139076895e-05,2.2586109542631282e-06,2.174506967511735e-06,4.970183129169046e-05,1.6278471169397026e-05,1.2651457346887332e-05
GCA_001606335.1_ASM160633v1_genomic.fna.gz,2.2827170781906215e-06,2.516089297103106e-06,5.26510350362156e-06,3.8618719056751355e-06,4.27062156049732e-06,4.313077682842146e-06,7.0348673015757826e-06,1.8055810510287298e-06,2.666233403738559e-06,1.0,0.6686984643242949,6.60125332411189e-06,4.8283478447133105e-06,4.12611206088098e-06,3.036434173649622e-06,4.000864948898476e-06,4.121342124875685e-06,4.165123339714898e-06,6.428642602828817e-06,2.308256387847088e-06,4.089777231781698e-06,1.492116996694762e-06,6.713612722564654e-06,4.883320384395448e-07,5.582781483842415e-06,2.250152206724269e-06,2.1514605702333546e-06,4.714912797687807e-06,6.785598768973338e-06,3.6505533847800607e-06
