,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,0.0,0.0,0.0,0.00014098389600630394,0.0002874721871530375,0.0,0.0,0.00010687033863049163,0.0,0.0,0.0,0.0,0.00026887487077527795,0.0,0.0002546626609218785,0.00026719134265307774,0.0002737875111544317,0.0,0.2352383760983583,0.00013272136853886913,0.0,0.0,0.0,0.0,0.0,0.0,0.00016525207965390387,0.0,0.0
GCA_000017425.1_ASM1742v1_genomic.fna.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003996284507339139,0.0,0.0,0.0,0.0,0.0,0.0003058312090499801
GCA_000026605.1_ASM2660v1_genomic.fna.gz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000198515.1_ASM19851v1_genomic.fna.gz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.0,0.0,0.0,0.0,1.0,0.00025341604789938185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004127240896256195,0.0,0.004204696729746701,0.004108888276364011,0.003686787854065636,0.0,0.0,0.02154045832699413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.0003565041119583972,0.0,0.0,0.0,0.00024670900584501616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001193594175442296,0.0,0.004606798297519312,0.001426219460767952,0.0007251259388718463,0.0,0.00035768604353965427,0.000236328124352558,0.0,0.0,0.0,0.0,0.0,0.0,0.0002752276710117063,0.0,0.0
GCA_000959405.1_ASM95940v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.002516673646614749,0.0,0.0,0.0,0.0,0.0,0.0,0.0006311269558856565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001262015.1_ASM126201v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001449085.1_ASM144908v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001606335.1_ASM160633v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6087164633155795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
