,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,0.0,0.0,0.0004467338808892046,0.0007204639592257089,0.0008782663463462215,0.0,0.00018747470772569736,0.00043557087825293157,0.0001346467391667409,0.00013362527607413028,0.0,0.0001595217996876734,0.0008119109947332731,0.0,0.0007807646540517245,0.0008140416319001516,0.000821716601056891,0.0,0.3725669109844632,0.0006842112744671529,0.0,0.0,0.0,0.00020231541791793307,0.0,0.0,0.0010046041104370188,0.000552237888640685,0.0
GCA_000017425.1_ASM1742v1_genomic.fna.gz,0.0,1.0,0.00033051512762656175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004003237920910335,0.0,0.0,0.0,0.0,0.0,0.0009168883795557108
GCA_000026605.1_ASM2660v1_genomic.fna.gz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010359001495892825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000198515.1_ASM19851v1_genomic.fna.gz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.0,0.0,0.0,0.0,1.0,0.000505740370123323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008439081691743821,0.0,0.00796704567173522,0.008455026751419556,0.007532112326551987,0.0,0.0,0.05412009621977992,0.0,0.0,0.0,0.0,0.0,0.0,0.0005544483689959776,0.0,0.0
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.0003541262074682495,0.0,0.0,0.0,0.0007426951696063594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026080780774235353,0.0,0.0060123151851311785,0.0021369174007301616,0.0011941059865013183,0.0,0.0003615725390223907,0.0011935293396200882,0.0,0.0,0.0,0.0,0.0,0.0,0.0005492903115005889,0.0,0.0
GCA_000959405.1_ASM95940v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012927422843010563,0.0,0.0,0.0,0.0,0.0,0.0,0.012204379593848038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001262015.1_ASM126201v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001449085.1_ASM144908v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001606335.1_ASM160633v1_genomic.fna.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7031171779757375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
