,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,4.241890946752731e-06,5.292550785175112e-06,2.0832698751442703e-05,7.486957810613075e-05,9.717833240441526e-05,5.557527889858266e-06,4.536195685959567e-06,2.7171124081961355e-05,0.0,0.0,4.901560330038396e-06,2.302072888743375e-05,7.861389140637656e-05,0.0,7.516297954325733e-05,7.83549655338791e-05,7.972363254222134e-05,4.276669130503271e-06,0.2349250105799703,0.00024974035835533226,4.703560315885231e-06,8.086358085382449e-06,0.0,3.0656178223793985e-05,0.0,0.0,6.80533524141971e-05,6.40979572175271e-06,5.6576689362971375e-06
GCA_000017425.1_ASM1742v1_genomic.fna.gz,4.241890946752731e-06,1.0,2.8015830418703957e-05,1.416378099300852e-06,1.949259401822741e-06,2.896930458836704e-06,2.8885836160362607e-06,1.6652003652339468e-06,3.5794597383745343e-06,4.37160428806293e-07,4.3524832440276315e-07,2.5222528089488784e-06,2.999853007202647e-06,1.8744874103912319e-06,4.983441477474117e-06,1.8109305423981984e-06,1.869764316207942e-06,1.8946475649042172e-06,2.2581400302741305e-06,4.298733799361931e-06,1.8564977475768063e-06,2.4610240902936313e-06,2.5560346700542647e-06,2.586142928958057e-06,3.5460269870383848e-06,5.959424105578617e-06,5.663082859801369e-06,2.694487117849553e-06,9.197817179518191e-06,7.659088187077043e-05
GCA_000026605.1_ASM2660v1_genomic.fna.gz,5.292550785175112e-06,2.8015830418703957e-05,1.0,1.8330257159760258e-06,1.9130295560123284e-06,3.13242692831083e-06,2.703545429476215e-06,2.272478074847474e-06,3.4560621894978968e-06,4.1527095253051584e-07,4.1297308131329846e-07,2.2781736610774714e-06,3.950857261947269e-06,1.8198644928898594e-06,7.611956307370796e-06,1.74223452567397e-06,1.8140468063147806e-06,1.8447859537429856e-06,1.9938213470276958e-06,5.398583874327137e-06,1.7977478368253432e-06,3.8496624131223875e-06,3.2209613382924838e-06,4.837105630777923e-06,4.956243596894665e-06,3.0175302626521868e-06,1.5609404532435896e-05,2.215428997375228e-06,8.024484007016759e-06,4.0614769344836245e-05
GCA_000198515.1_ASM19851v1_genomic.fna.gz,2.0832698751442703e-05,1.416378099300852e-06,1.8330257159760258e-06,1.0,2.46623818142652e-05,2.612343444021007e-05,1.154307763114342e-05,5.229432185638568e-06,3.466266567188638e-05,5.212318585251641e-07,5.190568073417886e-07,9.688412577820155e-06,2.1911816663711534e-05,2.3129542786762963e-05,0.0,2.2177144519702054e-05,2.307396864079851e-05,2.336661021860101e-05,8.71012416443295e-06,2.316942377483283e-05,2.8855762751043835e-05,2.4514848483847218e-06,1.1974971583634351e-05,0.0,2.5656391027807505e-05,1.154065293090461e-07,1.0994712532795853e-07,2.57400194895657e-05,1.0612106290856609e-05,1.7148989131399413e-06
GCA_000439255.1_ASM43925v1_genomic.fna.gz,7.486957810613075e-05,1.949259401822741e-06,1.9130295560123284e-06,2.46623818142652e-05,1.0,0.00027567530792685087,5.58500199711968e-06,5.064595112209903e-06,2.269799012318104e-05,1.0160942211978186e-06,1.0119609739274327e-06,5.440345514588681e-06,1.334567578245352e-05,0.0027763072422025002,0.0,0.002673834030094013,0.002728473530670576,0.002657099682996834,4.901820488692528e-06,7.622737211206223e-05,0.022526378957881916,2.3881164831849084e-06,8.454453160098456e-06,0.0,1.4879944984419625e-05,0.0,0.0,0.00041264504768172473,4.638904536485047e-06,2.3459782480896838e-06
GCA_000834495.1_ASM83449v1_genomic.fna.gz,9.717833240441526e-05,2.896930458836704e-06,3.13242692831083e-06,2.612343444021007e-05,0.00027567530792685087,1.0,5.731758000125516e-06,3.97102636684649e-06,2.3487465913815094e-05,1.025622301459522e-06,1.0214113351122914e-06,5.2189716874324245e-06,1.7789688213040933e-05,0.00044490024301899786,0.0,0.002991194424122769,0.0003637199467878956,0.000263208269525268,4.698598447901622e-06,9.399385501533596e-05,0.00025218330774082816,3.354444319002204e-06,5.697453131622919e-06,0.0,1.805040922856351e-05,0.0,0.0,0.0002876712606281363,4.692696844681374e-06,3.4940566794693564e-06
GCA_000959405.1_ASM95940v1_genomic.fna.gz,5.557527889858266e-06,2.8885836160362607e-06,2.703545429476215e-06,1.154307763114342e-05,5.58500199711968e-06,5.731758000125516e-06,1.0,3.043947499346397e-06,7.564188710105971e-06,1.9419849564597727e-06,1.9347928735129157e-06,0.002370488464068541,1.5211084845258254e-05,5.4039745860392415e-06,4.629839687170992e-07,5.248330171365219e-06,5.392464495734839e-06,5.453003570777166e-06,0.0020236889610371457,5.615434958890336e-06,5.36008595359903e-06,2.169176325081441e-06,9.675932162229335e-05,0.0,1.7434101173054092e-05,6.069158056048675e-07,5.816033058331904e-07,6.66146085836624e-06,6.37007949076914e-06,2.6768806698918213e-06
GCA_001262015.1_ASM126201v1_genomic.fna.gz,4.536195685959567e-06,1.6652003652339468e-06,2.272478074847474e-06,5.229432185638568e-06,5.064595112209903e-06,3.97102636684649e-06,3.043947499346397e-06,1.0,3.971316767514947e-06,0.0,0.0,2.7323941723497093e-06,3.2046275937106257e-06,4.850924422476225e-06,0.0,4.670636084587088e-06,4.8374847014546315e-06,4.908366924969476e-06,2.4251197133400716e-06,4.607006335234625e-06,4.79977037898507e-06,4.6206490274519534e-05,4.570556248121787e-06,0.0,3.8688838623303094e-06,0.0,0.0,5.73855158957879e-06,3.559760406456539e-06,2.0936843488196767e-06
GCA_001449085.1_ASM144908v1_genomic.fna.gz,2.7171124081961355e-05,3.5794597383745343e-06,3.4560621894978968e-06,3.466266567188638e-05,2.269799012318104e-05,2.3487465913815094e-05,7.564188710105971e-06,3.971316767514947e-06,1.0,4.1611628352898564e-07,4.1472888053311573e-07,6.9267575707802244e-06,1.4816629485516008e-05,2.1868791274201463e-05,0.0,2.1627171235372586e-05,2.1576005073873567e-05,2.2216003243029643e-05,8.028300095158968e-06,2.9258118926420554e-05,2.1708939350297192e-05,1.9482806042482175e-06,8.044549593151582e-06,0.0,1.7542207953637087e-05,0.0,0.0,2.2327735888777105e-05,5.615619145162868e-06,4.139827668527608e-06
GCA_001606335.1_ASM160633v1_genomic.fna.gz,0.0,4.37160428806293e-07,4.1527095253051584e-07,5.212318585251641e-07,1.0160942211978186e-06,1.025622301459522e-06,1.9419849564597727e-06,0.0,4.1611628352898564e-07,1.0,0.6155650513939489,1.7758893590485494e-06,1.2060419632433494e-06,9.814031945851668e-07,5.053645286995674e-07,9.516753530834519e-07,9.792016588459462e-07,9.907865765460408e-07,1.6058621001862188e-06,0.0,9.730112938393887e-07,0.0,2.1241011698207707e-06,0.0,1.3944367046164728e-06,6.422158673772857e-07,6.139418206219578e-07,1.1218256680668173e-06,2.26063342472638e-06,5.211629960722551e-07
