,GCA_000012185.1_ASM1218v1_genomic.fna.gz,GCA_000017425.1_ASM1742v1_genomic.fna.gz,GCA_000026605.1_ASM2660v1_genomic.fna.gz,GCA_000198515.1_ASM19851v1_genomic.fna.gz,GCA_000439255.1_ASM43925v1_genomic.fna.gz,GCA_000834495.1_ASM83449v1_genomic.fna.gz,GCA_000959405.1_ASM95940v1_genomic.fna.gz,GCA_001262015.1_ASM126201v1_genomic.fna.gz,GCA_001449085.1_ASM144908v1_genomic.fna.gz,GCA_001606335.1_ASM160633v1_genomic.fna.gz,GCA_001677155.1_ASM167715v1_genomic.fna.gz,GCA_001718815.1_ASM171881v1_genomic.fna.gz,GCA_001806485.1_ASM180648v1_genomic.fna.gz,GCA_001901045.1_ASM190104v1_genomic.fna.gz,GCA_002128165.1_ASM212816v1_genomic.fna.gz,GCA_002202175.1_ASM220217v1_genomic.fna.gz,GCA_003018395.1_ASM301839v1_genomic.fna.gz,GCA_003316815.2_ASM331681v2_genomic.fna.gz,GCA_003366075.1_ASM336607v1_genomic.fna.gz,GCA_003425465.1_ASM342546v1_genomic.fna.gz,GCA_004124175.2_ASM412417v2_genomic.fna.gz,GCA_008728395.1_ASM872839v1_genomic.fna.gz,GCA_008822745.1_ASM882274v1_genomic.fna.gz,GCA_011464655.1_ASM1146465v1_genomic.fna.gz,GCA_012220585.1_ASM1222058v1_genomic.fna.gz,GCA_012271835.1_ASM1227183v1_genomic.fna.gz,GCA_012317185.1_ASM1231718v1_genomic.fna.gz,GCA_012980785.1_ASM1298078v1_genomic.fna.gz,GCA_900236465.1_Bru_genome45_genomic.fna.gz,GCA_900332045.1_Brochothrix_thermosphacta_CD_337_genomic.fna.gz
GCA_000012185.1_ASM1218v1_genomic.fna.gz,1.0,4.7882568086967014e-05,4.533727640997663e-05,0.00011076230330368406,0.0002850234569277914,0.0003150041182725143,4.6365015961389234e-05,2.39288213280775e-05,0.00010210076932009855,1.5855188138948014e-05,1.576366656635673e-05,4.1340713294775215e-05,0.00017016060833273419,0.0002873931369997142,1.7689495902058908e-05,0.00027253673117948993,0.0002872570760968923,0.0002820533838914024,3.5260206526694886e-05,0.39185098961106685,0.00045942697991372094,2.402686055606115e-05,5.575547343189937e-05,2.8134856968986705e-05,0.00020682671238534287,1.5183572694655052e-05,1.4653648673682834e-05,0.000285838459777546,6.116122175968236e-05,5.768690500442985e-05
GCA_000017425.1_ASM1742v1_genomic.fna.gz,4.7882568086967014e-05,1.0,0.00013817252263995485,2.492030249924527e-05,2.3243413541520676e-05,2.981387870992086e-05,2.6419630344820725e-05,1.7788462683236925e-05,2.494802264282535e-05,1.6766362600096828e-05,1.6692013798731406e-05,2.3819593772770454e-05,4.2802706135196805e-05,2.116029075347364e-05,2.405118594306478e-05,2.0540440382762547e-05,2.1160792441763783e-05,2.2723375256281614e-05,2.1160312289262813e-05,5.007265715217115e-05,2.433341780609905e-05,1.593949636579483e-05,2.7334673031752752e-05,5.136498962307291e-05,4.1408021134416524e-05,5.6455731191534865e-05,5.3791849012902144e-05,2.8974201242439505e-05,3.967712190974805e-05,0.0002736686617204044
GCA_000026605.1_ASM2660v1_genomic.fna.gz,4.533727640997663e-05,0.00013817252263995485,1.0,3.1046201666289605e-05,2.7030168770170155e-05,3.015202018535242e-05,2.8584333095173673e-05,2.4142463527635458e-05,2.3926890207476467e-05,2.956315647903639e-05,2.9397313665196342e-05,2.5620261967178614e-05,4.4489150435844825e-05,2.5893946276816417e-05,3.7049490429697196e-05,2.477453156611932e-05,2.60354619880144e-05,2.595138564001464e-05,2.322632239116591e-05,6.147970807988022e-05,2.5961942014349596e-05,2.2323236457165e-05,3.9340288900776124e-05,6.519572990674091e-05,5.1272289693833856e-05,5.2370257078886053e-05,0.00024186101053927676,3.096593353821034e-05,5.3951265147801175e-05,0.00021708521419581
GCA_000198515.1_ASM19851v1_genomic.fna.gz,0.00011076230330368406,2.492030249924527e-05,3.1046201666289605e-05,1.0,0.00011147043978212297,0.00010477192316459547,7.218557801560458e-05,1.8882576650386715e-05,0.00015451311575564644,1.9981060883443253e-05,2.0104803318771762e-05,6.497427748558378e-05,0.0001028578898013426,0.0001025452578738372,7.286362881580113e-06,0.0001086887727156212,0.00010328768835070283,0.000101639264101834,6.21442706385417e-05,0.0001127738380117876,0.00011835467537070599,1.3379886776186927e-05,7.500997194967451e-05,8.276172568129452e-06,0.00012090510650456922,1.9495500542914878e-05,1.85815569420199e-05,0.00011306942255189759,4.953086084636151e-05,2.1116275261421643e-05
GCA_000439255.1_ASM43925v1_genomic.fna.gz,0.0002850234569277914,2.3243413541520676e-05,2.7030168770170155e-05,0.00011147043978212297,1.0,0.0013080000358060696,6.000587883682517e-05,1.9523097930283656e-05,0.00014619927464671042,1.659397555208564e-05,1.6525594191425994e-05,6.53143716264511e-05,9.603250700362073e-05,0.009986159906313212,6.753075615282757e-06,0.0095719463848789,0.009865021153277346,0.009497448892423738,6.171664776429064e-05,0.00030104700541468414,0.06669386373702953,1.3012506684524683e-05,7.232601646912869e-05,1.1401432511062021e-05,9.589998640183924e-05,1.5651101589836647e-05,1.5045653348361792e-05,0.0018616233554535763,6.0081658263823586e-05,2.3390372162965845e-05
GCA_000834495.1_ASM83449v1_genomic.fna.gz,0.0003150041182725143,2.981387870992086e-05,3.015202018535242e-05,0.00010477192316459547,0.0013080000358060696,1.0,4.675381617043689e-05,1.862172107377499e-05,0.00011598864993241296,1.5845453733538736e-05,1.57794613301758e-05,4.50398429379836e-05,0.00011098597604572155,0.0015010030110632604,6.883708123333724e-06,0.004303797314897618,0.0013782276055450135,0.0012295730607058085,4.255227250731267e-05,0.0003197407734186226,0.0012206991503637163,1.4312539773863977e-05,5.211351922476072e-05,1.1791900822252817e-05,0.00012590981092520657,1.8001246415416357e-05,1.7172009190285425e-05,0.0013451145353826574,3.744246087135484e-05,3.047251210896184e-05
GCA_000959405.1_ASM95940v1_genomic.fna.gz,4.6365015961389234e-05,2.6419630344820725e-05,2.8584333095173673e-05,7.218557801560458e-05,6.000587883682517e-05,4.675381617043689e-05,1.0,7.501456817011395e-06,0.00017348622451264994,4.868407862784712e-05,4.997947700403614e-05,0.018752968517285296,5.859536926199132e-05,5.830778273191148e-05,8.38470127405536e-06,5.6879353348989996e-05,5.699856240079068e-05,5.3720108040672824e-05,0.0172566352440279,4.6038402201682565e-05,7.151153116483659e-05,5.772393575042063e-06,0.0009086379379637508,9.45609019489002e-06,6.574306395787776e-05,1.1379195011360906e-05,1.090940189788527e-05,5.8255666185907095e-05,0.0001067659799625377,2.1376599244465477e-05
GCA_001262015.1_ASM126201v1_genomic.fna.gz,2.39288213280775e-05,1.7788462683236925e-05,2.4142463527635458e-05,1.8882576650386715e-05,1.9523097930283656e-05,1.862172107377499e-05,7.501456817011395e-06,1.0,1.3843161593532474e-05,1.172679044515622e-05,1.1669448085633057e-05,6.931798442873418e-06,1.2371318952705993e-05,1.933298272928367e-05,6.874173348829927e-06,1.8366688102318465e-05,1.9088756599998775e-05,1.9059950847604678e-05,5.9699003053784915e-06,2.4706659052155352e-05,1.777612458475517e-05,0.0001997911691806538,1.066493260627317e-05,1.3494636002676758e-05,1.4785344834178959e-05,1.4324794664300484e-05,1.2767926555791197e-05,2.228077597287417e-05,1.6861934635334902e-05,2.2911590868074356e-05
GCA_001449085.1_ASM144908v1_genomic.fna.gz,0.00010210076932009855,2.494802264282535e-05,2.3926890207476467e-05,0.00015451311575564644,0.00014619927464671042,0.00011598864993241296,0.00017348622451264994,1.3843161593532474e-05,1.0,3.0448591401317787e-05,2.876140629437958e-05,0.00022735275258431214,9.105631532051684e-05,0.00014965247136209308,4.9928267532475384e-06,0.00014611669623496945,0.0001494020543415174,0.00015057811879720816,0.0002227284850187609,0.00010521626757181272,0.0001628328565911954,9.200811545655406e-06,0.00029768166162306097,6.1279281602555345e-06,0.00010160450446636468,1.3801762739344812e-05,1.3290272849301597e-05,0.00016661377190735103,7.246577231412951e-05,2.7038447817826266e-05
GCA_001606335.1_ASM160633v1_genomic.fna.gz,1.5855188138948014e-05,1.6766362600096828e-05,2.956315647903639e-05,1.9981060883443253e-05,1.659397555208564e-05,1.5845453733538736e-05,4.868407862784712e-05,1.172679044515622e-05,3.0448591401317787e-05,1.0,0.7342111055109932,5.146114903674394e-05,1.8243502400778977e-05,1.7423791094060515e-05,5.580243907388243e-06,1.6699110653078362e-05,1.6833498780703415e-05,1.7981818096921603e-05,4.470541775219166e-05,1.6031353283076726e-05,1.657650833793494e-05,1.0556829955263939e-05,5.860495553643144e-05,4.5633776556820734e-06,2.185486564911937e-05,7.943357421028e-06,7.597684143735863e-06,2.135375381571913e-05,3.241654883886782e-05,2.362950811197097e-05
